,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
88,Alamo Square,37.7763598,-122.43468850000001,Maker & Moss,37.77714415477228,-122.42236797826467,Furniture / Home Store
89,Alamo Square,37.7763598,-122.43468850000001,Last Rites,37.76774607691781,-122.42934078944683,Tiki Bar
90,Alamo Square,37.7763598,-122.43468850000001,Woodhouse Fish Co.,37.76777970212482,-122.42864613666231,Seafood Restaurant
91,Alamo Square,37.7763598,-122.43468850000001,Perform For Life,37.771340589589265,-122.42398877404277,Gym / Fitness Center
92,Alamo Square,37.7763598,-122.43468850000001,Pearl Spa and Sauna,37.78564198712985,-122.4291301602471,Bath House
93,Alamo Square,37.7763598,-122.43468850000001,Linden Room,37.77650338991626,-122.42279392034109,Cocktail Bar
94,Alamo Square,37.7763598,-122.43468850000001,The Panhandle,37.77237695730286,-122.44657516479494,Park
95,Alamo Square,37.7763598,-122.43468850000001,SFJazz Center,37.77635001768186,-122.42153942584991,Jazz Club
96,Alamo Square,37.7763598,-122.43468850000001,El Tonayense Taco Truck,37.78555265701279,-122.43093414848926,Food Truck
97,Alamo Square,37.7763598,-122.43468850000001,Buena Vista Park Summit,37.767875091258176,-122.4414987623464,Scenic Lookout
98,Alamo Square,37.7763598,-122.43468850000001,Swedish American Hall,37.766756004771516,-122.43056333498883,Concert Hall
99,Alamo Square,37.7763598,-122.43468850000001,Kantine,37.770588837489555,-122.4252890412455,Scandinavian Restaurant
100,Anza Vista,37.7808364,-122.44314890000001,Workshop.,37.777438452809925,-122.44156203405919,Arts & Crafts Store
101,Anza Vista,37.7808364,-122.44314890000001,Matching Half Cafe,37.77735594767947,-122.44162796250136,Café
102,Anza Vista,37.7808364,-122.44314890000001,Brenda's Meat & Three,37.77826524954494,-122.43858377615564,Southern / Soul Food Restaurant
103,Anza Vista,37.7808364,-122.44314890000001,Little Star Pizza,37.77748853090511,-122.43828074763262,Pizza Place
104,Anza Vista,37.7808364,-122.44314890000001,jū-ni,37.77674279707642,-122.43876965372021,Sushi Restaurant
105,Anza Vista,37.7808364,-122.44314890000001,Trader Joe's,37.78332526728117,-122.44773834872937,Grocery Store
106,Anza Vista,37.7808364,-122.44314890000001,Tofino Wines,37.782783878825974,-122.44903868903226,Wine Bar
107,Anza Vista,37.7808364,-122.44314890000001,Opa Cafe,37.78400071287919,-122.44149386557751,Café
108,Anza Vista,37.7808364,-122.44314890000001,The Mill,37.7764253207762,-122.43796976647843,Bakery
109,Anza Vista,37.7808364,-122.44314890000001,Bob's On Baker,37.77654188098846,-122.44177334010601,Donut Shop
110,Anza Vista,37.7808364,-122.44314890000001,4505 Burgers & BBQ,37.77612534143469,-122.43814234566274,BBQ Joint
111,Anza Vista,37.7808364,-122.44314890000001,Entangle & Sway Pole Dance Fitness,37.78575422724489,-122.44322433222598,Gym / Fitness Center
112,Anza Vista,37.7808364,-122.44314890000001,Tsunami,37.77686924958205,-122.4384856113639,Sushi Restaurant
113,Anza Vista,37.7808364,-122.44314890000001,Core40,37.7863537313724,-122.44021100353213,Gym / Fitness Center
114,Anza Vista,37.7808364,-122.44314890000001,The Independent,37.77557274879696,-122.43783539145652,Rock Club
115,Anza Vista,37.7808364,-122.44314890000001,Fool’s Errand,37.77551224062072,-122.43796057402282,Bar
116,Anza Vista,37.7808364,-122.44314890000001,Kung Food,37.77777835962947,-122.43869837765037,Hunan Restaurant
117,Anza Vista,37.7808364,-122.44314890000001,Divisadero Farmers' Market,37.77593488829244,-122.43836849064454,Farmers Market
118,Anza Vista,37.7808364,-122.44314890000001,Bar Crudo,37.775706638461116,-122.43801921397446,Seafood Restaurant
119,Anza Vista,37.7808364,-122.44314890000001,B. Patisserie,37.787945,-122.440804,Bakery
120,Anza Vista,37.7808364,-122.44314890000001,Bi-Rite Market,37.77479553269564,-122.4377388357674,Market
121,Anza Vista,37.7808364,-122.44314890000001,Nopa,37.774888,-122.437532,New American Restaurant
122,Anza Vista,37.7808364,-122.44314890000001,Hair Caffe,37.78574201141599,-122.43613275156453,Salon / Barbershop
123,Anza Vista,37.7808364,-122.44314890000001,Pet Food Express,37.787405625885576,-122.4463262183984,Pet Store
124,Anza Vista,37.7808364,-122.44314890000001,Souvla,37.77457655200334,-122.4378085167028,Souvlaki Shop
125,Anza Vista,37.7808364,-122.44314890000001,El Rancho Grande,37.777564743806714,-122.43833204090755,Burrito Place
126,Anza Vista,37.7808364,-122.44314890000001,Jane the Bakery,37.78379748921064,-122.43428254305587,Bakery
127,Anza Vista,37.7808364,-122.44314890000001,JCC Fitness Center,37.787214713955066,-122.44767149908067,Gym
128,Anza Vista,37.7808364,-122.44314890000001,Bi-Rite Creamery,37.77473518150432,-122.43768939710218,Ice Cream Shop
129,Anza Vista,37.7808364,-122.44314890000001,Che Fico,37.77743530258914,-122.43814920428349,Italian Restaurant
130,Anza Vista,37.7808364,-122.44314890000001,Alamo Square Dog Park,37.77587824200634,-122.4357395910845,Dog Run
131,Anza Vista,37.7808364,-122.44314890000001,b. on the go,37.788138801211716,-122.4403802693906,Bakery
132,Anza Vista,37.7808364,-122.44314890000001,Nopalito,37.77354423993796,-122.43917940929911,Mexican Restaurant
133,Anza Vista,37.7808364,-122.44314890000001,Raymond Kimbell Playground,37.78319767097322,-122.43491012880098,Playground
134,Anza Vista,37.7808364,-122.44314890000001,9:20 Special,37.7852974340749,-122.44096020014926,Nightclub
135,Anza Vista,37.7808364,-122.44314890000001,Song Tea & Ceramics,37.785920575723026,-122.43523145487265,Tea Room
136,Anza Vista,37.7808364,-122.44314890000001,Horsefeather,37.77451588050533,-122.43767808543302,Cocktail Bar
137,Anza Vista,37.7808364,-122.44314890000001,Alamo Square,37.77604493890036,-122.43436268009934,Park
138,Anza Vista,37.7808364,-122.44314890000001,RT Rotisserie,37.773238,-122.43891599999999,Restaurant
139,Anza Vista,37.7808364,-122.44314890000001,The Fillmore,37.78395184946436,-122.4330327549218,Music Venue
140,Anza Vista,37.7808364,-122.44314890000001,The Mindful Body,37.78820074437167,-122.44176358920446,Yoga Studio
141,Anza Vista,37.7808364,-122.44314890000001,The Progress,37.78374466115743,-122.43297199831427,American Restaurant
142,Anza Vista,37.7808364,-122.44314890000001,Belli Capelli,37.78569763713261,-122.43998480174007,Cosmetics Shop
143,Anza Vista,37.7808364,-122.44314890000001,Cheese Steak Shop,37.78557338837787,-122.43994587574682,Sandwich Place
144,Anza Vista,37.7808364,-122.44314890000001,Falletti Foods,37.77323820160938,-122.43899852180465,Grocery Store
145,Anza Vista,37.7808364,-122.44314890000001,State Bird Provisions,37.78374261088443,-122.43287398277053,New American Restaurant
146,Anza Vista,37.7808364,-122.44314890000001,Fly Bar,37.77685140999568,-122.43811687747528,Bar
147,Anza Vista,37.7808364,-122.44314890000001,The Panhandle,37.77237695730286,-122.44657516479494,Park
148,Anza Vista,37.7808364,-122.44314890000001,Garibaldi's,37.788386561967066,-122.44712996863429,American Restaurant
149,Anza Vista,37.7808364,-122.44314890000001,Boba Guys,37.78365698301195,-122.43266214946281,Bubble Tea Shop
150,Anza Vista,37.7808364,-122.44314890000001,Sweet Maple,37.78582655159091,-122.43504808100744,Breakfast Spot
151,Anza Vista,37.7808364,-122.44314890000001,BASA Collective,37.77604301526787,-122.43848721749951,Marijuana Dispensary
152,Anza Vista,37.7808364,-122.44314890000001,Kabuki Springs & Spa,37.78440721763901,-122.43257618452989,Spa
153,Anza Vista,37.7808364,-122.44314890000001,The City Taqueria,37.78671806139214,-122.43998997858637,Mexican Restaurant
154,Anza Vista,37.7808364,-122.44314890000001,Bryan's Market,37.7865165121848,-122.45093717321893,Gourmet Shop
155,Anza Vista,37.7808364,-122.44314890000001,Sorrel,37.78842635020657,-122.44618748888597,New American Restaurant
156,Anza Vista,37.7808364,-122.44314890000001,Soothe,37.773662,-122.447404,Massage Studio
157,Anza Vista,37.7808364,-122.44314890000001,California Tennis Club,37.78597860900293,-122.43754684925078,Tennis Court
158,Anza Vista,37.7808364,-122.44314890000001,barvale,37.775760420197045,-122.43828720122332,Spanish Restaurant
159,Anza Vista,37.7808364,-122.44314890000001,Painted Ladies,37.77611954047747,-122.43338919043477,Historic Site
160,Anza Vista,37.7808364,-122.44314890000001,move-sf,37.78779033507169,-122.4415434661955,Gym
161,Anza Vista,37.7808364,-122.44314890000001,I Forgot It's Wednesday,37.78796268066702,-122.4412751197815,American Restaurant
162,Anza Vista,37.7808364,-122.44314890000001,fifty/fifty,37.78164126755753,-122.4531571619713,Coffee Shop
163,Anza Vista,37.7808364,-122.44314890000001,Sightglass Coffee,37.77228702957698,-122.43741884185536,Coffee Shop
164,Anza Vista,37.7808364,-122.44314890000001,Avery,37.78406420129634,-122.43282919431634,New American Restaurant
165,Anza Vista,37.7808364,-122.44314890000001,Comix Experience,37.77243285569474,-122.43735592709122,Comic Shop
166,Anza Vista,37.7808364,-122.44314890000001,Kinokuniya Bookstore,37.784937664521735,-122.43167202047937,Bookstore
167,Anza Vista,37.7808364,-122.44314890000001,Yoga Garden,37.77198233757195,-122.4371073995282,Yoga Studio
168,Anza Vista,37.7808364,-122.44314890000001,Madrone Art Bar,37.77402499617328,-122.4374303917682,Nightclub
169,Anza Vista,37.7808364,-122.44314890000001,Woori Food Market,37.78375924658761,-122.43274762260802,Market
170,Anza Vista,37.7808364,-122.44314890000001,Manitas Cafe & Deli,37.773436152847985,-122.45063048396337,Café
171,Anza Vista,37.7808364,-122.44314890000001,A Runners Mind - San Francisco,37.78759465475056,-122.4514731304913,Sporting Goods Shop
172,Anza Vista,37.7808364,-122.44314890000001,Active Care,37.781631630294534,-122.45148075553828,Physical Therapist
173,Anza Vista,37.7808364,-122.44314890000001,Roam Artisan Burgers,37.787686,-122.433753,Burger Joint
174,Anza Vista,37.7808364,-122.44314890000001,Spruce,37.787550895345944,-122.45277727289712,New American Restaurant
175,Anza Vista,37.7808364,-122.44314890000001,La Boulangerie de San Francisco,37.78789193827142,-122.43398536164692,Bakery
176,Anza Vista,37.7808364,-122.44314890000001,Bar 821,37.777142197665285,-122.43831208585364,Bar
177,Anza Vista,37.7808364,-122.44314890000001,Amitis Cafe,37.77395805932014,-122.44598862266956,Café
178,Anza Vista,37.7808364,-122.44314890000001,Karma Cafe,37.7736123729374,-122.44778207587524,Café
179,Anza Vista,37.7808364,-122.44314890000001,OMA San Francisco Station,37.785010213957456,-122.43093584499641,Sushi Restaurant
180,Anza Vista,37.7808364,-122.44314890000001,March,37.788423,-122.443473,Furniture / Home Store
181,Anza Vista,37.7808364,-122.44314890000001,Nijiya Market,37.78519944878356,-122.43102511512453,Grocery Store
182,Anza Vista,37.7808364,-122.44314890000001,The Little Chihuahua,37.77203349168377,-122.43700236082077,Burrito Place
183,Anza Vista,37.7808364,-122.44314890000001,Saffron Grill,37.77684808492807,-122.43781643978348,Indian Restaurant
184,Anza Vista,37.7808364,-122.44314890000001,Tataki,37.78802706011671,-122.44097917503802,Sushi Restaurant
185,Anza Vista,37.7808364,-122.44314890000001,Pizzeria Delfina,37.7889177627653,-122.43430656653575,Pizza Place
186,Anza Vista,37.7808364,-122.44314890000001,Books Inc,37.78632567063055,-122.45181233663317,Bookstore
187,Anza Vista,37.7808364,-122.44314890000001,Koret Health & Recreation Center,37.77695433495704,-122.4546947527725,College Gym
188,Anza Vista,37.7808364,-122.44314890000001,Godzila Sushi,37.786269023681065,-122.44004734708645,Sushi Restaurant
189,Anza Vista,37.7808364,-122.44314890000001,St. Frank,37.78717,-122.45295800000001,Miscellaneous Shop
190,Anza Vista,37.7808364,-122.44314890000001,Internos Wine Cafe,37.78169133363649,-122.45385604651639,Wine Bar
191,Anza Vista,37.7808364,-122.44314890000001,Central Coffee Tea & Spice,37.77421214550998,-122.44442673394492,Coffee Shop
192,Anza Vista,37.7808364,-122.44314890000001,Alta Plaza Park,37.79115065006549,-122.43771314620973,Park
193,Anza Vista,37.7808364,-122.44314890000001,Ministry of Supply,37.787203,-122.43372,Men's Store
194,Anza Vista,37.7808364,-122.44314890000001,Out The Door,37.786998352463286,-122.4340120335097,Vietnamese Restaurant
195,Anza Vista,37.7808364,-122.44314890000001,International Orange,37.78851360966671,-122.4336131028466,Spa
196,Anza Vista,37.7808364,-122.44314890000001,Smitten Ice Cream,37.78884942599416,-122.43399218289171,Ice Cream Shop
197,Anza Vista,37.7808364,-122.44314890000001,Native Twins Coffee,37.771602106909576,-122.43710607446741,Coffee Shop
198,Anza Vista,37.7808364,-122.44314890000001,Namu Stonepot,37.774762514978846,-122.43778011298002,Korean Restaurant
199,Anza Vista,37.7808364,-122.44314890000001,SPQR,37.78728690606852,-122.43360621510921,Italian Restaurant
200,Ashbury Heights,37.765442,-122.44536000000001,Mount Olympus,37.763306385544766,-122.44554251432419,Monument / Landmark
201,Ashbury Heights,37.765442,-122.44536000000001,Bacon Bacon,37.767132072031046,-122.44679779618195,Breakfast Spot
202,Ashbury Heights,37.765442,-122.44536000000001,Zazie,37.765281744910254,-122.44991947702094,Breakfast Spot
203,Ashbury Heights,37.765442,-122.44536000000001,Say Cheese,37.76597375704917,-122.45001928703944,Cheese Shop
204,Ashbury Heights,37.765442,-122.44536000000001,The Ice Cream Bar Soda Fountain,37.76637437298151,-122.45012013978527,Ice Cream Shop
205,Ashbury Heights,37.765442,-122.44536000000001,Cole Hardware,37.7652209,-122.44955,Hardware Store
206,Ashbury Heights,37.765442,-122.44536000000001,Buena Vista Park Summit,37.767875091258176,-122.4414987623464,Scenic Lookout
207,Ashbury Heights,37.765442,-122.44536000000001,Vulcan Stairway,37.76346753677887,-122.44115442037582,Trail
208,Ashbury Heights,37.765442,-122.44536000000001,Beit Rima Carl Street,37.765841,-122.449755,Middle Eastern Restaurant
209,Ashbury Heights,37.765442,-122.44536000000001,Buena Vista Park,37.768497022617865,-122.44062775550447,Park
210,Ashbury Heights,37.765442,-122.44536000000001,Haight Street Market,37.77000455429876,-122.44763416560943,Supermarket
211,Ashbury Heights,37.765442,-122.44536000000001,Corona Heights Park,37.7650225313372,-122.43883066273017,Park
212,Ashbury Heights,37.765442,-122.44536000000001,Corona Heights Dog Run,37.765527952836976,-122.43986363273886,Dog Run
213,Ashbury Heights,37.765442,-122.44536000000001,Corona Heights Summit,37.76499750972105,-122.43924241317987,Scenic Lookout
214,Ashbury Heights,37.765442,-122.44536000000001,Ceiba,37.77038945178726,-122.4446906236989,Boutique
215,Ashbury Heights,37.765442,-122.44536000000001,Club Deluxe,37.769937256424036,-122.44722006916261,Jazz Club
216,Ashbury Heights,37.765442,-122.44536000000001,The Booksmith,37.76982126220134,-122.44936311785642,Bookstore
217,Ashbury Heights,37.765442,-122.44536000000001,Magnolia Gastropub & Brewery,37.7702508026765,-122.44533986721085,Gastropub
218,Ashbury Heights,37.765442,-122.44536000000001,Ritual Coffee Roasters,37.77047635284485,-122.44379078693792,Coffee Shop
219,Ashbury Heights,37.765442,-122.44536000000001,Wooden,37.76583924468303,-122.44995205530316,Coffee Shop
220,Ashbury Heights,37.765442,-122.44536000000001,Tank Hill Park,37.759971886124504,-122.44765487248173,Park
221,Ashbury Heights,37.765442,-122.44536000000001,Street Taco,37.7697357054948,-122.44889167748397,Taco Place
222,Ashbury Heights,37.765442,-122.44536000000001,Nice Kicks,37.77036523,-122.44588536,Shoe Store
223,Ashbury Heights,37.765442,-122.44536000000001,Sockshop Haight Street,37.769545356317856,-122.45102328686069,Accessories Store
224,Ashbury Heights,37.765442,-122.44536000000001,Burton Snowboards Flagship Store,37.76977202404862,-122.44914476606925,Board Shop
225,Ashbury Heights,37.765442,-122.44536000000001,DragonEats,37.7694320058375,-122.45009690523148,Vietnamese Restaurant
226,Ashbury Heights,37.765442,-122.44536000000001,The Alembic,37.76942153290563,-122.45117808051084,Cocktail Bar
227,Ashbury Heights,37.765442,-122.44536000000001,Slice House by Tony Gemignani,37.76983155777929,-122.44756993644077,Pizza Place
228,Ashbury Heights,37.765442,-122.44536000000001,Bound Together Anarchist Collective Bookstore,37.77028033608465,-122.44483277996619,Bookstore
229,Ashbury Heights,37.765442,-122.44536000000001,Buena Vista Tennis Courts,37.76944505768117,-122.43913152078795,Tennis Court
230,Ashbury Heights,37.765442,-122.44536000000001,Parada 22,37.769290553430665,-122.45211083196926,Caribbean Restaurant
231,Ashbury Heights,37.765442,-122.44536000000001,The Panhandle,37.77237695730286,-122.44657516479494,Park
232,Ashbury Heights,37.765442,-122.44536000000001,Amoeba San Francisco,37.76904270486288,-122.45258415810717,Record Shop
233,Ashbury Heights,37.765442,-122.44536000000001,Luke's Local,37.76501195134279,-122.44965273719896,Organic Grocery
234,Ashbury Heights,37.765442,-122.44536000000001,Yoga Tree Stanyan,37.767727,-122.453067,Yoga Studio
235,Ashbury Heights,37.765442,-122.44536000000001,Kite Hill Open Space,37.758289882870194,-122.44143521277012,Park
236,Ashbury Heights,37.765442,-122.44536000000001,Puff Puff Pass,37.77001943999507,-122.44659533750858,Smoke Shop
237,Ashbury Heights,37.765442,-122.44536000000001,Cha Cha Cha,37.76927064378466,-122.45200580267058,Tapas Restaurant
238,Ashbury Heights,37.765442,-122.44536000000001,MaMa Ji's,37.76074993654171,-122.43865144053532,Szechuan Restaurant
239,Ashbury Heights,37.765442,-122.44536000000001,Flywheel Coffee,37.769504658502875,-122.45338415022319,Coffee Shop
240,Ashbury Heights,37.765442,-122.44536000000001,Adel's Wine Cellar,37.761542999999996,-122.448889,Wine Bar
241,Ashbury Heights,37.765442,-122.44536000000001,Healthy Spirits,37.7657414578619,-122.43538867549854,Liquor Store
242,Ashbury Heights,37.765442,-122.44536000000001,Goorin Bros. Hat Shop,37.77019612590823,-122.44616157223044,Accessories Store
