,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2078,Columbia City,47.560697,-122.28343799999999,Seward Park,47.550206931134966,-122.25733181932064,Park
2079,Columbia City,47.560697,-122.28343799999999,Genesee Dog Park,47.56349501431864,-122.27668704316113,Dog Run
2080,Columbia City,47.560697,-122.28343799999999,Little Chengdu 小成都,47.57488504696691,-122.29575610101153,Szechuan Restaurant
2081,Columbia City,47.560697,-122.28343799999999,Jefferson Park Driving Range,47.56723206867947,-122.30745717086127,Golf Driving Range
2082,Columbia City,47.560697,-122.28343799999999,Starbucks,47.569279,-122.287947,Coffee Shop
2083,Columbia City,47.560697,-122.28343799999999,Mioposto - Mt. Baker,47.57830228401119,-122.28840508461155,Pizza Place
2084,Columbia City,47.560697,-122.28343799999999,Mount Baker Park,47.58031814437581,-122.28858232498169,Park
2085,Columbia City,47.560697,-122.28343799999999,Seward Park Loop,47.55096672907999,-122.25698760035962,Trail
2086,Columbia City,47.560697,-122.28343799999999,Rainier Vista Boys & Girls Club,47.56260201286588,-122.2939752365552,Gym
2087,Columbia City,47.560697,-122.28343799999999,Mekong Rainier Supermarket,47.572854360661786,-122.29364950846309,Grocery Store
2088,Columbia City,47.560697,-122.28343799999999,Jefferson Park Playground,47.57056563754085,-122.3090536173768,Playground
2089,Columbia City,47.560697,-122.28343799999999,MacPherson's Fruit & Produce,47.56332845680242,-122.3132759943724,Farmers Market
2090,Columbia City,47.560697,-122.28343799999999,Genesee Park - Soccer Fields,47.56298598238188,-122.27835858169387,Soccer Field
2091,Columbia City,47.560697,-122.28343799999999,Thai Recipe,47.57805549015412,-122.29877766632842,Thai Restaurant
2092,Columbia City,47.560697,-122.28343799999999,Tony's Bakery,47.547509365885176,-122.28546842936693,Vietnamese Restaurant
2093,Columbia City,47.560697,-122.28343799999999,Fido-n-Scratch,47.57822287746433,-122.28816725332449,Pet Store
2094,Columbia City,47.560697,-122.28343799999999,Huarachitos Cocina Mexicana,47.55289018435021,-122.28864132675216,Mexican Restaurant
2095,Columbia City,47.560697,-122.28343799999999,Thien Phat,47.57319398599626,-122.29401292244427,Vietnamese Restaurant
2096,Columbia City,47.560697,-122.28343799999999,Domino's Pizza,47.5630935,-122.2876793,Pizza Place
2097,Columbia City,47.560697,-122.28343799999999,Willie's Taste of Soul Bar-B-Que,47.57204193701894,-122.29349186187964,BBQ Joint
2098,Columbia City,47.560697,-122.28343799999999,Both Ways Cafe,47.56424311911135,-122.27091910429706,Café
2099,Columbia City,47.560697,-122.28343799999999,Dim Sum House,47.55911341940424,-122.30409624434178,Dim Sum Restaurant
2100,Columbia City,47.560697,-122.28343799999999,Ross Dress for Less,47.56864531873745,-122.28868807653289,Clothing Store
2101,Columbia City,47.560697,-122.28343799999999,Chief Sealth Trail,47.5500566413418,-122.2945617019584,Bike Trail
2102,Columbia City,47.560697,-122.28343799999999,Redbox,47.563615999999996,-122.287353,Video Store
2103,Columbia City,47.560697,-122.28343799999999,Andrew's Bay,47.55700420630796,-122.2580174686616,Bay
2104,Columbia City,47.560697,-122.28343799999999,Mawadda Cafe,47.54592367387683,-122.27667435590877,Greek Restaurant
2105,Columbia City,47.560697,-122.28343799999999,Q Bakery,47.546659599901005,-122.28446338937725,Vietnamese Restaurant
2106,Columbia City,47.560697,-122.28343799999999,Jefferson Park Golf Course,47.56711582566651,-122.30722904205322,Golf Course
2107,Columbia City,47.560697,-122.28343799999999,Cafetal Quilombo,47.56398815930329,-122.31354587427816,Café
2108,Columbia City,47.560697,-122.28343799999999,Wingstop,47.574461,-122.295028,Wings Joint
2109,Columbia City,47.560697,-122.28343799999999,Wicked Chopstix,47.54731,-122.286562,Vietnamese Restaurant
2110,Columbia City,47.560697,-122.28343799999999,Chase Bank,47.56907545520783,-122.28789296284131,Bank
2111,Columbia City,47.560697,-122.28343799999999,T-Mobile,47.56812143748727,-122.28902041955729,Mobile Phone Shop
2112,Columbia City,47.560697,-122.28343799999999,Enterprise Rent-A-Car,47.5702108,-122.2919502,Rental Car Location
2113,Columbia City,47.560697,-122.28343799999999,Fou Lee Market,47.55987560431697,-122.3050134799101,Grocery Store
2114,Columbia City,47.560697,-122.28343799999999,Redbox,47.547684,-122.286269,Video Store
2115,Columbia City,47.560697,-122.28343799999999,Rainier Teriyaki,47.57306706778369,-122.29373958913288,Japanese Restaurant
2116,Columbia City,47.560697,-122.28343799999999,Thanh Thao,47.547530404033175,-122.28572408515015,Vietnamese Restaurant
2117,Columbia City,47.560697,-122.28343799999999,Starbucks,47.54569081,-122.2850503,Coffee Shop
2118,Columbia City,47.560697,-122.28343799999999,U.S. Bank ATM,47.577279123306994,-122.29699705949382,ATM
2119,Columbia City,47.560697,-122.28343799999999,Urban Feed & Garden,47.55944037857031,-122.30445426571771,Garden Center
2120,Columbia City,47.560697,-122.28343799999999,Ben Thanh Restaurant,47.57486594609349,-122.29592481044008,Vietnamese Restaurant
2121,Columbia City,47.560697,-122.28343799999999,Circle K,47.54635693153913,-122.2851903395678,Convenience Store
2122,Columbia City,47.560697,-122.28343799999999,Domino's Pizza,47.578182,-122.29882544,Pizza Place
2123,Columbia City,47.560697,-122.28343799999999,Redbox,47.5789771658883,-122.29955249928055,Video Store
2124,Columbia City,47.560697,-122.28343799999999,The Original Philly's,47.57622025438255,-122.29696706250216,Sandwich Place
2125,Crown Hill,47.6969843,-122.3724301,Dick's Drive-In,47.69650043366759,-122.37174788240405,Burger Joint
2126,Crown Hill,47.6969843,-122.3724301,Swansons Nursery,47.700310848961294,-122.37761292127468,Garden Center
2127,Crown Hill,47.6969843,-122.3724301,Baja Tacos & Beer,47.696827,-122.37241499999999,Taco Place
2128,Crown Hill,47.6969843,-122.3724301,Chuck's Hop Shop,47.69078442791863,-122.36586235507566,Beer Store
2129,Crown Hill,47.6969843,-122.3724301,Wild Mountain Cafe,47.69077875358802,-122.37455876932466,American Restaurant
2130,Crown Hill,47.6969843,-122.3724301,Taki's Mad Greek,47.691775531704955,-122.37706966988854,Greek Restaurant
2131,Crown Hill,47.6969843,-122.3724301,Four Spoons Cafe,47.69077673994059,-122.3673859768689,Breakfast Spot
2132,Crown Hill,47.6969843,-122.3724301,Elements Massage,47.70214757911293,-122.36256604133446,Massage Studio
2133,Crown Hill,47.6969843,-122.3724301,The Dane,47.68695002889187,-122.37653933717229,Beer Bar
2134,Crown Hill,47.6969843,-122.3724301,Ballard Blossom,47.690415,-122.370998,Flower Shop
2135,Crown Hill,47.6969843,-122.3724301,Mud Bay,47.69163524626908,-122.35762291094933,Pet Store
2136,Crown Hill,47.6969843,-122.3724301,Snapdoodle,47.69112635768305,-122.35704998869059,Bookstore
2137,Crown Hill,47.6969843,-122.3724301,Flying Bike Cooperative Brewery,47.692122768749485,-122.35517491863925,Brewery
2138,Crown Hill,47.6969843,-122.3724301,Taqueria Tequila,47.69041086631398,-122.36079979248916,Mexican Restaurant
2139,Crown Hill,47.6969843,-122.3724301,Thai Siam Restaurant,47.688729826242344,-122.37683628845578,Thai Restaurant
2140,Crown Hill,47.6969843,-122.3724301,FlintCreek Cattle Co.,47.690559633168526,-122.35542071893997,Steakhouse
2141,Crown Hill,47.6969843,-122.3724301,The Thirsty Fish,47.69521376887744,-122.37527285292575,Sports Bar
2142,Crown Hill,47.6969843,-122.3724301,The Cozy Nut Tavern,47.69054729248996,-122.3567953099054,Bar
2143,Crown Hill,47.6969843,-122.3724301,Chocolati Greenwood,47.68973167737688,-122.3556025434268,Coffee Shop
2144,Crown Hill,47.6969843,-122.3724301,Bánh Town,47.704427,-122.355872,Vietnamese Restaurant
2145,Crown Hill,47.6969843,-122.3724301,Shanghai Room,47.692263316648685,-122.35511558854364,Lounge
2146,Crown Hill,47.6969843,-122.3724301,Georgia's Greek Restaurant & Deli,47.69033787413085,-122.35946286850836,Greek Restaurant
2147,Crown Hill,47.6969843,-122.3724301,Un Bien,47.68163662900125,-122.37663719087422,Caribbean Restaurant
2148,Crown Hill,47.6969843,-122.3724301,Pagliacci Pizza,47.690556829961494,-122.36725750336872,Pizza Place
2149,Crown Hill,47.6969843,-122.3724301,Alibi Room,47.704707381448095,-122.3560235561549,Pizza Place
2150,Crown Hill,47.6969843,-122.3724301,Carkeek Park,47.71239128271022,-122.3780129902939,Park
2151,Crown Hill,47.6969843,-122.3724301,Murray's Cheese,47.69088476066397,-122.35922625070627,Cheese Shop
2152,Crown Hill,47.6969843,-122.3724301,North Star Diner,47.6923012626954,-122.35509140966862,Diner
2153,Crown Hill,47.6969843,-122.3724301,Valhalla Sandwiches,47.68858204789275,-122.35509863221664,Sandwich Place
2154,Crown Hill,47.6969843,-122.3724301,The Yard Cafe,47.68955027872185,-122.35549240832096,Bar
2155,Crown Hill,47.6969843,-122.3724301,Crown Hill Broiler,47.687647,-122.377145,Restaurant
2156,Crown Hill,47.6969843,-122.3724301,Grocery Outlet,47.6929251,-122.37618,Grocery Store
2157,Crown Hill,47.6969843,-122.3724301,Frankie & Jo’s,47.67952771129339,-122.37459443715365,Ice Cream Shop
2158,Crown Hill,47.6969843,-122.3724301,Preserve and Gather,47.69071313728395,-122.36305079953048,Coffee Shop
2159,Crown Hill,47.6969843,-122.3724301,Delancey,47.67954593341448,-122.37476960718206,Pizza Place
2160,Crown Hill,47.6969843,-122.3724301,Dreamstrands Comics and Collectibles,47.6906343647936,-122.35737119790862,Comic Shop
2161,Crown Hill,47.6969843,-122.3724301,Panda Express,47.70149353989346,-122.3636925792222,Chinese Restaurant
2162,Crown Hill,47.6969843,-122.3724301,Monkey Grind Espresso Bar,47.69065857179805,-122.35136264389898,Coffee Shop
2163,Crown Hill,47.6969843,-122.3724301,QFC,47.701888313555436,-122.36376464366913,Supermarket
2164,Crown Hill,47.6969843,-122.3724301,Gainsbourg,47.69142155514444,-122.35514729320126,French Restaurant
2165,Crown Hill,47.6969843,-122.3724301,Snout & Co,47.691099623465966,-122.36592068388994,Food Truck
2166,Crown Hill,47.6969843,-122.3724301,Carkeek Park Beach,47.7124948114037,-122.37889857188631,Beach
2167,Crown Hill,47.6969843,-122.3724301,Cafe Munir,47.68690805359445,-122.38799637355696,Middle Eastern Restaurant
2168,Crown Hill,47.6969843,-122.3724301,Essex,47.679485575063595,-122.37489114357932,Cocktail Bar
2169,Crown Hill,47.6969843,-122.3724301,Kasbah Authentic Moroccan Restaurant,47.690435847444284,-122.37560362401717,Moroccan Restaurant
2170,Crown Hill,47.6969843,-122.3724301,Sandel Playground,47.69488768574753,-122.3585557937622,Playground
2171,Crown Hill,47.6969843,-122.3724301,Larsen's Bakery,47.68680429086032,-122.38752398755355,Bakery
2172,Crown Hill,47.6969843,-122.3724301,Opus Co,47.68289210778261,-122.35528477686655,New American Restaurant
2173,Crown Hill,47.6969843,-122.3724301,Take 5 Urban Market,47.67943349680548,-122.36629324553395,Deli / Bodega
2174,Crown Hill,47.6969843,-122.3724301,Hummus Cafe,47.69059029580317,-122.35524091090781,Middle Eastern Restaurant
2175,Crown Hill,47.6969843,-122.3724301,La Conasupo,47.69106170847363,-122.35521414187436,Mexican Restaurant
2176,Crown Hill,47.6969843,-122.3724301,Coyle's Bakeshop,47.689236215249444,-122.35517011723962,Bakery
2177,Crown Hill,47.6969843,-122.3724301,The Fat Hen,47.67959362101355,-122.37453550782013,Breakfast Spot
2178,Crown Hill,47.6969843,-122.3724301,Luisa's Mexican Grill,47.70092998838964,-122.36276983931535,Mexican Restaurant
2179,Crown Hill,47.6969843,-122.3724301,Rosellini's,47.67952480918485,-122.37472955938681,Bakery
2180,Crown Hill,47.6969843,-122.3724301,Bluebird Ice Cream,47.68263298781926,-122.35525094607108,Ice Cream Shop
2181,Crown Hill,47.6969843,-122.3724301,Starbucks,47.69064248939866,-122.37622307975559,Coffee Shop
2182,Crown Hill,47.6969843,-122.3724301,La Cabaña,47.705213,-122.35091399999999,Latin American Restaurant
2183,Crown Hill,47.6969843,-122.3724301,Nutty Squirrel Gelato,47.68139994795561,-122.35530438763642,Ice Cream Shop
2184,Crown Hill,47.6969843,-122.3724301,The Olive & Grape,47.690844997634954,-122.35514050115624,Mediterranean Restaurant
2185,Crown Hill,47.6969843,-122.3724301,Greenwood Space Travel Supply Co.,47.690371184495646,-122.3550960428387,Toy / Game Store
2186,Crown Hill,47.6969843,-122.3724301,"Seattle Fabrics, Inc.",47.692207,-122.343846,Fabric Shop
2187,Crown Hill,47.6969843,-122.3724301,Greenwood Park,47.69314988016651,-122.3508102401744,Playground
2188,Crown Hill,47.6969843,-122.3724301,Oliver's Twist,47.679478278344135,-122.35519772106565,Cocktail Bar
2189,Crown Hill,47.6969843,-122.3724301,Fresh Fish Company,47.68688775263134,-122.38723618613751,Fish Market
2190,Crown Hill,47.6969843,-122.3724301,Makeda & Mingus Café,47.685426214871974,-122.35568676920194,Coffee Shop
2191,Crown Hill,47.6969843,-122.3724301,Carkeek Playground,47.71305222751292,-122.37781148202963,Playground
2192,Crown Hill,47.6969843,-122.3724301,Top Banana,47.67615878335164,-122.37723503043935,Farmers Market
2193,Crown Hill,47.6969843,-122.3724301,The Woodlands Pizza,47.68960179928247,-122.34430178269356,Pizza Place
2194,Crown Hill,47.6969843,-122.3724301,Salmon Bay Park,47.67918224152669,-122.38126445349697,Park
2195,Crown Hill,47.6969843,-122.3724301,Rickshaw,47.70521536456518,-122.3546115566876,Bar
2196,Crown Hill,47.6969843,-122.3724301,Loyal Heights Playfield,47.68394595160837,-122.38308775351594,Soccer Field
2197,Crown Hill,47.6969843,-122.3724301,Diva Espresso,47.686910158926665,-122.35514211920531,Coffee Shop
2198,Crown Hill,47.6969843,-122.3724301,Burgermaster,47.70123281864551,-122.34430556070282,Burger Joint
2199,Crown Hill,47.6969843,-122.3724301,Stage Door Cafe,47.69065433624437,-122.3560001682221,Café
2200,Crown Hill,47.6969843,-122.3724301,Scandinavian Specialties,47.67819841284109,-122.3768823771262,Scandinavian Restaurant
2201,Crown Hill,47.6969843,-122.3724301,Tiko Riko - Great Latin Food,47.70496649572734,-122.355168377203,Latin American Restaurant
2202,Crown Hill,47.6969843,-122.3724301,Value Village,47.69138896338658,-122.37650541860151,Thrift / Vintage Store
2203,Crown Hill,47.6969843,-122.3724301,Mr and Mrs Wok,47.70173536569486,-122.36161026350649,Asian Restaurant
2204,Crown Hill,47.6969843,-122.3724301,Lantern Brewing,47.698007925018466,-122.34562868666625,Brewery
2205,Crown Hill,47.6969843,-122.3724301,Wing Dome,47.68615612348159,-122.35508651522714,Wings Joint
2206,Crown Hill,47.6969843,-122.3724301,Voff Bark & Brew,47.700611,-122.35568,Beer Bar
2207,Crown Hill,47.6969843,-122.3724301,Ballard High School,47.67701977664608,-122.37496535593321,High School
2208,Crown Hill,47.6969843,-122.3724301,Herbs House - RECREATIONAL MARIJUANA STORE,47.676147026297805,-122.36543862894221,Marijuana Dispensary
2209,Crown Hill,47.6969843,-122.3724301,Starbucks,47.68943851427227,-122.34504848049845,Coffee Shop
2210,Crown Hill,47.6969843,-122.3724301,Ocean Greens,47.70022391646206,-122.34441301026841,Marijuana Dispensary
2211,Crown Hill,47.6969843,-122.3724301,Barking Dog Alehouse,47.679543202196754,-122.36490951689106,Pub
2212,Crown Hill,47.6969843,-122.3724301,Celine Patisserie,47.67906150794794,-122.35544928578703,Bakery
2213,Crown Hill,47.6969843,-122.3724301,Mabel Coffee,47.6796498,-122.3879238,Coffee Shop
2214,Crown Hill,47.6969843,-122.3724301,Ken's Market,47.68152992830302,-122.35547928063635,Grocery Store
2215,Crown Hill,47.6969843,-122.3724301,Papa John's Pizza,47.694423,-122.375077,Pizza Place
2216,Crown Hill,47.6969843,-122.3724301,Emerald City Smoothie,47.701101939319685,-122.34508378852705,Juice Bar
2217,Crown Hill,47.6969843,-122.3724301,Choi's Mongolian Grill,47.7022477430982,-122.36259748024608,Asian Restaurant
2218,Crown Hill,47.6969843,-122.3724301,Ballard Community Pool,47.67729548327747,-122.3767510025773,Pool
2219,Crown Hill,47.6969843,-122.3724301,CorePower Yoga,47.703066996377984,-122.3443791988575,Yoga Studio
2220,Crown Hill,47.6969843,-122.3724301,Golden Gardens Off-Leash Dog Park,47.69102157197945,-122.40045167990198,Dog Run
2221,Crown Hill,47.6969843,-122.3724301,Underwater Sports - Seattle,47.70637431189676,-122.34505567144348,Sporting Goods Shop
2222,Crown Hill,47.6969843,-122.3724301,Chase Bank,47.692236453553484,-122.37708617801056,Bank
2223,Crown Hill,47.6969843,-122.3724301,The Pub at Pipers Creek,47.70585727053293,-122.35582321539196,Bar
2224,Crown Hill,47.6969843,-122.3724301,Starbucks,47.69273887290132,-122.35526083213821,Coffee Shop
2225,Delridge,47.535469,-122.35519199999999,Highland Park Playground & Wading Pool,47.52685102267442,-122.3496152717673,Playground
2226,Delridge,47.535469,-122.35519199999999,Westcrest Park,47.523844787207004,-122.34153985977173,Dog Run
2227,Delridge,47.535469,-122.35519199999999,Locöl Barley & Vine,47.53178975637751,-122.37636105150936,Wine Bar
2228,Delridge,47.535469,-122.35519199999999,Pho Aroma,47.55179976555292,-122.36313776636382,Vietnamese Restaurant
2229,Delridge,47.535469,-122.35519199999999,Fresh Flours,47.518800781469096,-122.35623976066901,Bakery
2230,Delridge,47.535469,-122.35519199999999,The Westy Sports and Spirits,47.531603457425675,-122.37640661560957,Sports Bar
2231,Delridge,47.535469,-122.35519199999999,Zippy's Giant Burgers,47.51682999595925,-122.35255909065825,Burger Joint
2232,Delridge,47.535469,-122.35519199999999,Young's Restaurant,47.518749944275584,-122.35532179485173,Breakfast Spot
2233,Delridge,47.535469,-122.35519199999999,Salvadorean Bakery and Restaurant Inc.,47.51727642107998,-122.35720330729318,Latin American Restaurant
2234,Delridge,47.535469,-122.35519199999999,Noble Barton,47.516212936069444,-122.35556371306129,Pub
2235,Delridge,47.535469,-122.35519199999999,Katsu Burger,47.54414965376339,-122.32922938972783,Burger Joint
2236,Delridge,47.535469,-122.35519199999999,Proletariat Pizza,47.516712487486174,-122.35507213213232,Pizza Place
2237,Delridge,47.535469,-122.35519199999999,Taqueria La Fondita #2,47.515531569225665,-122.35422299609759,Food Truck
2238,Delridge,47.535469,-122.35519199999999,Matt's Famous Chili Dogs,47.54392300153217,-122.33008570555462,Hot Dog Joint
2239,Delridge,47.535469,-122.35519199999999,Moonshot Coffee,47.51669001991432,-122.35516736741236,Coffee Shop
2240,Delridge,47.535469,-122.35519199999999,Taco Del Mar - Westwood,47.52134214446371,-122.36708964133223,Burrito Place
2241,Delridge,47.535469,-122.35519199999999,Full Tilt Ice Cream,47.51645653785216,-122.35527214007297,Ice Cream Shop
2242,Delridge,47.535469,-122.35519199999999,Crawfish House,47.51478795027086,-122.35495232046298,Cajun / Creole Restaurant
2243,Delridge,47.535469,-122.35519199999999,Bird on a Wire Espresso,47.52287764332267,-122.3770213848345,Coffee Shop
2244,Delridge,47.535469,-122.35519199999999,Pet Pros,47.52239861505051,-122.36546542602241,Pet Store
2245,Delridge,47.535469,-122.35519199999999,Super Deli Mart,47.52122465725612,-122.3772505740365,Convenience Store
2246,Delridge,47.535469,-122.35519199999999,Counterbalance Brewing,47.545616981204226,-122.32833057328608,Brewery
2247,Delridge,47.535469,-122.35519199999999,Grillbird,47.544522,-122.376708,Asian Restaurant
2248,Delridge,47.535469,-122.35519199999999,Burger Boss,47.52117535242196,-122.35894583759594,Burger Joint
2249,Delridge,47.535469,-122.35519199999999,Beer Star,47.515387056077245,-122.35551779729006,Beer Store
2250,Delridge,47.535469,-122.35519199999999,The Company Store,47.517121,-122.35483700000002,Lounge
2251,Delridge,47.535469,-122.35519199999999,Tug Tavern,47.53794135337575,-122.36188555145552,Dive Bar
2252,Delridge,47.535469,-122.35519199999999,Southgate Roller Rink,47.51604462053489,-122.35561551181502,Roller Rink
2253,Delridge,47.535469,-122.35519199999999,Massage Envy - West Seattle,47.5243337,-122.3654662,Spa
2254,Delridge,47.535469,-122.35519199999999,Rite Aid,47.521422001914004,-122.36512023217074,Pharmacy
2255,Delridge,47.535469,-122.35519199999999,Pho 99,47.51463913607401,-122.35306802183689,Vietnamese Restaurant
2256,Delridge,47.535469,-122.35519199999999,Olympic Pizza and Pasta,47.551727,-122.363274,Pizza Place
2257,Delridge,47.535469,-122.35519199999999,West Seattle Fish House,47.522636003687154,-122.37686581091263,Fish & Chips Shop
2258,Delridge,47.535469,-122.35519199999999,Toshi's Teriyaki,47.52252835121133,-122.36553718950809,Japanese Restaurant
2259,Delridge,47.535469,-122.35519199999999,Tin Dog Brewing,47.52560412288912,-122.32981632890461,Brewery
2260,Delridge,47.535469,-122.35519199999999,Lumberyard,47.51673060230269,-122.35539489752297,Gay Bar
2261,Delridge,47.535469,-122.35519199999999,Marshalls,47.523326,-122.366146,Department Store
2262,Delridge,47.535469,-122.35519199999999,High Point Pond Park,47.54931098410245,-122.37243455730575,Park
2263,Delridge,47.535469,-122.35519199999999,Harried & Hungry Catering & Cafe,47.54565239999999,-122.3276627,Salad Place
2264,Delridge,47.535469,-122.35519199999999,Giannoni's,47.521388673870895,-122.36702761174615,Pizza Place
2265,Delridge,47.535469,-122.35519199999999,Subshop #182,47.52249850606511,-122.36549251136711,Sandwich Place
2266,Delridge,47.535469,-122.35519199999999,Vatsana Thai Restaurant,47.5226814987104,-122.36552782918457,Thai Restaurant
2267,Delridge,47.535469,-122.35519199999999,Ulta Beauty – Curbside Pickup Only,47.5219684,-122.3667311,Cosmetics Shop
2268,Delridge,47.535469,-122.35519199999999,Roasted Corn Stand,47.51547218628093,-122.35446198881036,Food Truck
2269,Delridge,47.535469,-122.35519199999999,Roxhill Park,47.52003686949426,-122.36942315978379,Playground
2270,Delridge,47.535469,-122.35519199999999,Stuffed Cakes,47.522737422902026,-122.37692725842625,Cupcake Shop
2271,Delridge,47.535469,-122.35519199999999,Caffe Delia,47.516656743945695,-122.35504008708186,Coffee Shop
2272,Delridge,47.535469,-122.35519199999999,Anju Bar,47.516157274759586,-122.35319137573244,Korean Restaurant
2273,Delridge,47.535469,-122.35519199999999,Enterprise Rent-A-Car,47.54605507700051,-122.37673044204706,Rental Car Location
2274,Delridge,47.535469,-122.35519199999999,Seattle Chinese Garden,47.55098523770721,-122.35257088849968,Garden
2275,Delridge,47.535469,-122.35519199999999,Starbucks,47.522102,-122.368065,Coffee Shop
2276,Delridge,47.535469,-122.35519199999999,Li'l Woody's,47.51534049083576,-122.3554918268832,Burger Joint
2277,Delridge,47.535469,-122.35519199999999,Target,47.522043471793786,-122.36868927517237,Big Box Store
2278,Delridge,47.535469,-122.35519199999999,I Luv Teriyaki,47.545146211138544,-122.32951761295811,Japanese Restaurant
2279,Delridge,47.535469,-122.35519199999999,Bok a Bok Fried Chicken,47.515455450490755,-122.35469629695446,Fried Chicken Joint
2280,Delridge,47.535469,-122.35519199999999,Walt Hundley Playfield,47.53948349621945,-122.37387734423994,Field
2281,Delridge,47.535469,-122.35519199999999,Barnes & Noble,47.52206879028549,-122.3680219175866,Bookstore
2282,Delridge,47.535469,-122.35519199999999,Wingstop,47.52266589585501,-122.36679226681618,Wings Joint
2283,Delridge,47.535469,-122.35519199999999,Mac's Triangle Pub,47.517620949496326,-122.35542146982786,Bar
2284,Delridge,47.535469,-122.35519199999999,7-Eleven,47.5340363,-122.3555093,Convenience Store
2285,Delridge,47.535469,-122.35519199999999,Carter's,47.52218565505555,-122.3667311668396,Kids Store
2286,Delridge,47.535469,-122.35519199999999,Starbucks,47.522233,-122.365665,Coffee Shop
2287,Delridge,47.535469,-122.35519199999999,Pho Ha,47.54461597218997,-122.3298999287385,Vietnamese Restaurant
2288,Delridge,47.535469,-122.35519199999999,Chase Bank,47.521433,-122.369273,Bank
2289,Delridge,47.535469,-122.35519199999999,Pho-White Center,47.51609907347886,-122.35507529543663,Asian Restaurant
2290,Delridge,47.535469,-122.35519199999999,Starbucks,47.516686,-122.36663,Coffee Shop
2291,Delridge,47.535469,-122.35519199999999,Sally Beauty,47.52134985834696,-122.3668843512796,Cosmetics Shop
2292,Delridge,47.535469,-122.35519199999999,The Home Depot,47.53639525495371,-122.36387729644775,Hardware Store
2293,Delridge,47.535469,-122.35519199999999,GameStop,47.52163321158965,-122.36758018414386,Video Game Store
2294,Delridge,47.535469,-122.35519199999999,Locker Room Tavern,47.51633054216359,-122.35541817481958,Bar
2295,Delridge,47.535469,-122.35519199999999,Shell,47.53828663288436,-122.36076010392198,Gas Station
2296,Delridge,47.535469,-122.35519199999999,Westwood Village,47.52168503191955,-122.36694950365943,Shopping Mall
2297,Delridge,47.535469,-122.35519199999999,Bartell Drugs,47.517190592839675,-122.35365745565909,Pharmacy
2298,Delridge,47.535469,-122.35519199999999,GameStop,47.517539,-122.354891,Video Game Store
2299,Delridge,47.535469,-122.35519199999999,Redbox,47.521032,-122.36454,Video Store
2300,Delridge,47.535469,-122.35519199999999,U.S. Bank ATM,47.545035,-122.33012222,ATM
2301,Delridge,47.535469,-122.35519199999999,Tony's Market,47.52132360983782,-122.37645426825544,Market
2302,Delridge,47.535469,-122.35519199999999,Morning Star mini-mart,47.522980915310974,-122.34698139781422,Grocery Store
2303,Delridge,47.535469,-122.35519199999999,Enterprise Rent-A-Car,47.544824,-122.329155,Rental Car Location
2304,Delridge,47.535469,-122.35519199999999,U.S. Bank,47.51531660556793,-122.353755,ATM
2305,Delridge,47.535469,-122.35519199999999,Redbox,47.51721,-122.354,Video Store
2306,Delridge,47.535469,-122.35519199999999,T-Mobile,47.517552123858394,-122.35498979687691,Mobile Phone Shop
2307,Delridge,47.535469,-122.35519199999999,Safeway,47.5166889,-122.3666833,Grocery Store
2308,Delridge,47.535469,-122.35519199999999,QFC,47.5220516,-122.3659656,Supermarket
2309,Delridge,47.535469,-122.35519199999999,Subway,47.54145264784032,-122.34302568838848,Sandwich Place
2310,Delridge,47.535469,-122.35519199999999,Walgreens,47.5177527,-122.3546379,Pharmacy
2311,Delridge,47.535469,-122.35519199999999,Roxbury Lanes,47.51679744592518,-122.36952934029935,Bowling Alley
2312,Delridge,47.535469,-122.35519199999999,KeyBank,47.51576960881502,-122.35697329044342,Bank
2313,Delridge,47.535469,-122.35519199999999,Drunky Two Shoes BBQ,47.51580784981507,-122.35562430056108,BBQ Joint
2314,Delridge,47.535469,-122.35519199999999,El Paisano Rosticeria Y Cocina,47.516602372357745,-122.35427359080204,Mexican Restaurant
2315,Delridge,47.535469,-122.35519199999999,Mikou Teriyaki,47.54472064188858,-122.32995849141251,Japanese Restaurant
2316,Delridge,47.535469,-122.35519199999999,Industry Lounge,47.544026236233584,-122.330278926561,Lounge
2317,Delridge,47.535469,-122.35519199999999,7-Eleven,47.5217599078531,-122.359738489631,Convenience Store
2318,Delridge,47.535469,-122.35519199999999,ampm,47.537184,-122.361571,Convenience Store
2319,Delridge,47.535469,-122.35519199999999,SeaMart,47.53358681334283,-122.35469488496966,Convenience Store
2320,Delridge,47.535469,-122.35519199999999,U-Haul Storage of West Seattle,47.545053735524284,-122.37734591571558,Storage Facility
2321,Delridge,47.535469,-122.35519199999999,Shell,47.532205508656844,-122.33594313326796,Gas Station
2322,Delridge,47.535469,-122.35519199999999,Bed Bath & Beyond,47.5228388,-122.3671412,Furniture / Home Store
2323,Delridge,47.535469,-122.35519199999999,Shell,47.55254248372767,-122.36304084084405,Gas Station
2324,Delridge,47.535469,-122.35519199999999,Delridge Food Mart (76),47.55390387476845,-122.36326376222348,Gas Station
2325,Denny Triangle,47.6169186,-122.33992759999998,G.H. Pasta Co.,47.616738511756324,-122.34227607219455,Restaurant
2326,Denny Triangle,47.6169186,-122.33992759999998,Be Luminous Yoga,47.61794382708119,-122.33786703766124,Yoga Studio
2327,Denny Triangle,47.6169186,-122.33992759999998,Downtown Spirits,47.61789165649072,-122.34181480157089,Liquor Store
